id ;código;nombre;categoría;subcategoría;variante;origen;trazabilidad;formato;peso_aprox;descripción;imagen;destacado
;26597302;CHULETAS PIERNA CORDERO 6U/1,56K;;;;;;;;;;
;27193796;SURTIDO CHULETAS CORD COVAP 6U/3;;;;;;;;;;
;27193812;1/2 CARRET FILET VACIO COVAP 6U/;;;;;;;;;;
;27193804;CALDERETA CORDERO MAP COVAP 6U/3;;;;;;;;;;
;27186808;ZORZA C.CELTA C.CASTELAO 4U/1KG;;;;;;;;;;
;27415231;POLLO ADOBADO CON VERDURAS 6U/3K;;;;;;;;;;
;27415256;ALAS POLLO ADOBADAS 6U/3KG;;;;;;;;;;
;26197285;FILETE LOMO CERDO EMPAN EROSKI 6;;;;;;;;;;
;26740704;SAN JACOBO CERDO EROSKI 6U/2,37K;;;;;;;;;;
;27100965;LIBRITO CERDO BAC/QUE ALDELIS 6U;;;;;;;;;;
;27380146;FILE.POLLO MRN.EMPA.ALDELIS 6U/2;;;;;;;;;;
;27396977;CACHO.JYQ EXTRA XATA PUEBLU 6U/1;;;;;;;;;;
;27396985;CACHOPINES XATA PUEBLU 6U/2,7KG;;;;;;;;;;
;27397058;CACHOP.JYQ BAND.XATA PUEBLU 6U/1;;;;;;;;;;
;27184464;BURG.MADU.DRY AGE SELECTA 6U/0,1;;;;;;;;;;
;27186782;BUR.C.CELTA CAST.CASTELAO 4U/1KG;;;;;;;;;;
;27186790;BUR.C.CELTA BARB.CASTELAO 4U/1KG;;;;;;;;;;
;21970884;ALBÓNDIGA DE POLLO EROSKI 6U/0,4;;;;;;;;;;
;27415249;FILETE PECHUGA EXTRATIERNA 6U/3K;;;;;;;;;;
;27386200;MUSLO POLLO DESHUESA.C/PIEL 16U/;;;;;;;;;;
;27386218;CONTRA POLLO DESHUES.S/PIEL 6U/0;;;;;;;;;;
;27386192;MEDIO POLLO TROCEADO 12U/1KG;;;;;;;;;;
;27396506;PATAS POLLO S/PIEL BD ATM 12U/0,;;;;;;;;;;
;27386226;MOLLEJAS POLLO 24U/0,388KG;;;;;;;;;;
;27197094;CHOR. PIC. RISTRA MATACHANA 5U/1;;;;;;;;;;
;27397082;CACH.JYQ GRANEL XATA PUEBLU 10U/;;;;;;;;;;
;19114339;JAMONCITOS POLLO BLANCO GRANEL 4;;;;;;;;;;
;27335819;CODORNIZ NORMAL GRN 10U/1,20KG;;;;;;;;;;
;27006964;TIRA COSTILLA CERDO AL VACIO 6U/;;;;;;;;;;
